Date,AAPL,BTC,NVDA
2020-04-16,69.2717514038086,7116.80419921875,7.339122772216797
2020-04-17,68.3318099975586,7096.1845703125,7.279852867126465
2020-04-18,,7257.6650390625,
2020-04-19,,7189.4248046875,
2020-04-20,66.9134750366211,6881.95849609375,7.148609638214111
2020-04-21,64.84513092041016,6880.3232421875,6.7118000984191895
2020-04-22,66.7129135131836,7117.20751953125,7.126196384429932
2020-04-23,66.45438385009766,7429.724609375,7.072902202606201
2020-04-24,68.37289428710938,7550.90087890625,7.2118659019470215
2020-04-25,,7569.93603515625,
2020-04-26,,7679.8671875,
2020-04-27,68.42121124267578,7795.60107421875,7.398393154144287
2020-04-28,67.31212615966797,7807.05859375,7.255945205688477
2020-04-29,69.52302551269531,8801.0380859375,7.432760715484619
2020-04-30,70.98970031738281,8658.5537109375,7.27885627746582
2020-05-01,69.8468017578125,8864.7666015625,7.042270183563232
2020-05-02,,8988.5966796875,
2020-05-03,,8897.46875,
2020-05-04,70.83504486083984,8912.654296875,7.254201889038086
2020-05-05,71.89820098876953,9003.0703125,7.315216541290283
2020-05-06,72.6400146484375,9268.76171875,7.416076183319092
2020-05-07,73.39146423339844,9951.5185546875,7.59239387512207
2020-05-08,75.13829040527344,9842.666015625,7.782408237457275
2020-05-09,,9593.896484375,
2020-05-10,,8756.4306640625,
2020-05-11,76.32062530517578,8601.7958984375,8.034435272216797
2020-05-12,75.44841766357422,8804.4775390625,7.772448539733887
2020-05-13,74.53742980957031,9269.9873046875,7.750034809112549
2020-05-14,74.99534606933594,9733.7216796875,7.999569892883301
2020-05-15,74.55199432373047,9328.197265625,8.458047866821289
2020-05-16,,9377.013671875,
2020-05-17,,9670.7392578125,
2020-05-18,76.30851745605469,9726.5751953125,8.716544151306152
2020-05-19,75.86754608154297,9729.0380859375,8.771584510803223
2020-05-20,77.3430404663086,9522.9814453125,8.935449600219727
2020-05-21,76.76642608642578,9081.76171875,8.74145221710205
2020-05-22,77.26068115234375,9182.5771484375,8.991482734680176
2020-05-23,,9209.287109375,
2020-05-24,,8790.3681640625,
2020-05-25,,8906.9345703125,
2020-05-26,76.73733520507812,8835.052734375,8.684173583984375
2020-05-27,77.07168579101562,9181.017578125,8.492413520812988
2020-05-28,77.1056137084961,9525.7509765625,8.454313278198242
2020-05-29,77.0304946899414,9439.1240234375,8.841314315795898
2020-05-30,,9700.4140625,
2020-05-31,,9461.05859375,
2020-06-01,77.97782135009766,10167.2685546875,8.772330284118652
2020-06-02,78.33879089355469,9529.8037109375,8.791258811950684
2020-06-03,78.77006530761719,9656.7177734375,8.735723495483398
2020-06-04,78.09169006347656,9800.63671875,8.736720085144043
2020-06-05,80.31581115722656,9665.533203125,8.889699935913086
2020-06-06,,9653.6796875,
2020-06-07,,9758.8525390625,
2020-06-08,80.79068756103516,9771.4892578125,8.7750883102417
2020-06-09,83.34188842773438,9795.7001953125,9.015271186828613
2020-06-10,85.48605346679688,9870.0947265625,9.334930419921875
2020-06-11,81.3818588256836,9321.78125,8.76636791229248
2020-06-12,82.0844497680664,9480.84375,8.902155876159668
2020-06-13,,9475.27734375,
2020-06-14,,9386.7880859375,
2020-06-15,83.09961700439453,9450.7021484375,9.142585754394531
2020-06-16,85.30194854736328,9538.0244140625,9.037693977355957
2020-06-17,85.1832275390625,9480.2548828125,9.20462417602539
2020-06-18,85.2171401977539,9411.8408203125,9.186684608459473
2020-06-19,84.73013305664062,9288.0185546875,9.229789733886719
2020-06-20,,9332.3408203125,
2020-06-21,,9303.6298828125,
2020-06-22,86.947021484375,9648.7177734375,9.494389533996582
2020-06-23,88.8028793334961,9629.658203125,9.417899131774902
2020-06-24,87.2353286743164,9313.6103515625,9.204127311706543
2020-06-25,88.3934326171875,9264.8134765625,9.457763671875
2020-06-26,85.67748260498047,9162.91796875,9.123896598815918
2020-06-27,,9045.390625,
2020-06-28,,9143.58203125,
2020-06-29,87.65204620361328,9190.8544921875,9.168746948242188
2020-06-30,88.38371276855469,9137.9931640625,9.465485572814941
2020-07-01,88.2165756225586,9228.3251953125,9.497626304626465
2020-07-02,88.2165756225586,9123.41015625,9.579598426818848
2020-07-03,,9087.3037109375,
2020-07-04,,9132.48828125,
2020-07-05,,9073.9423828125,
2020-07-06,90.57637786865234,9375.474609375,9.805828094482422
2020-07-07,90.29532623291016,9252.27734375,9.838215827941895
2020-07-08,92.3983154296875,9428.3330078125,10.181295394897461
2020-07-09,92.79566192626953,9277.9677734375,10.473299026489258
2020-07-10,92.95797729492188,9278.8076171875,10.44365406036377
2020-07-11,,9240.3466796875,
2020-07-12,,9276.5,
2020-07-13,92.52916717529297,9243.6142578125,10.01810359954834
2020-07-14,94.06036376953125,9243.2138671875,10.34174919128418
2020-07-15,94.70724487304688,9192.8369140625,10.192508697509766
2020-07-16,93.54188537597656,9132.2275390625,10.100321769714355
2020-07-17,93.3529052734375,9151.392578125,10.166845321655273
2020-07-18,,9159.0400390625,
2020-07-19,,9185.8173828125,
2020-07-20,95.3202133178711,9164.2314453125,10.475044250488281
2020-07-21,94.00463104248047,9374.8876953125,10.293414115905762
2020-07-22,94.26871490478516,9525.36328125,10.403288841247559
2020-07-23,89.97796630859375,9581.072265625,10.095341682434082
2020-07-24,89.75503540039062,9536.892578125,10.159867286682129
2020-07-25,,9677.11328125,
2020-07-26,,9905.1669921875,
2020-07-27,91.88225555419922,10990.873046875,10.386096954345703
2020-07-28,90.37287139892578,10912.8232421875,10.180798530578613
2020-07-29,92.10516357421875,11100.4677734375,10.429949760437012
2020-07-30,93.21965026855469,11111.2138671875,10.5779447555542
2020-07-31,102.97869110107422,11323.466796875,10.578692436218262
2020-08-01,,11759.5927734375,
2020-08-02,,11053.6142578125,
2020-08-03,105.573486328125,11246.3486328125,10.972847938537598
2020-08-04,106.2785415649414,11205.892578125,11.189608573913574
2020-08-05,106.66375732421875,11747.0224609375,11.248408317565918
2020-08-06,110.38516235351562,11779.7734375,11.296992301940918
2020-08-07,107.87548065185547,11601.47265625,11.161456108093262
2020-08-08,,11754.0458984375,
2020-08-09,,11675.7392578125,
2020-08-10,109.44344329833984,11878.111328125,11.127073287963867
2020-08-11,106.18860626220703,11410.525390625,10.813143730163574
2020-08-12,109.71771240234375,11584.9345703125,11.401388168334961
2020-08-13,111.6594467163086,11784.1376953125,11.404129981994629
2020-08-14,111.5599365234375,11768.87109375,11.524715423583984
2020-08-15,,11865.6982421875,
2020-08-16,,11892.8037109375,
2020-08-17,111.2686767578125,12254.40234375,12.295092582702637
2020-08-18,112.19586181640625,11991.2333984375,12.219099044799805
2020-08-19,112.33660888671875,11758.283203125,12.097267150878906
2020-08-20,114.82931518554688,11878.3720703125,12.099756240844727
2020-08-21,120.74678802490234,11592.4892578125,12.640414237976074
2020-08-22,,11681.8251953125,
2020-08-23,,11664.84765625,
2020-08-24,122.19092559814453,11774.595703125,12.677042007446289
2020-08-25,121.18850708007812,11366.134765625,12.706687927246094
2020-08-26,122.8365478515625,11488.36328125,12.72961139678955
2020-08-27,121.36813354492188,11323.3974609375,12.585351943969727
2020-08-28,121.17152404785156,11542.5,13.10308837890625
2020-08-29,,11506.865234375,
2020-08-30,,11711.505859375,
2020-08-31,125.28071594238281,11680.8203125,13.329069137573242
2020-09-01,130.27098083496094,11970.478515625,13.778173446655273
2020-09-02,127.57193756103516,11414.0341796875,14.302044868469238
2020-09-03,117.35843658447266,10245.296875,12.975166320800781
2020-09-04,117.43611145019531,10511.8134765625,12.583385467529297
2020-09-05,,10169.5673828125,
2020-09-06,,10280.3515625,
2020-09-07,,10369.5634765625,
2020-09-08,109.53324127197266,10131.5166015625,11.87608528137207
2020-09-09,113.90214538574219,10242.34765625,12.675596237182617
2020-09-10,110.18373107910156,10363.138671875,12.273597717285156
2020-09-11,108.73712921142578,10400.9150390625,12.126805305480957
2020-09-12,,10442.1708984375,
2020-09-13,,10323.755859375,
2020-09-14,111.99925994873047,10680.837890625,12.832362174987793
2020-09-15,112.17401123046875,10796.951171875,12.950743675231934
2020-09-16,108.86333465576172,10974.9052734375,12.475719451904297
2020-09-17,107.12550354003906,10948.990234375,12.42487907409668
2020-09-18,103.72744750976562,10944.5859375,12.15147590637207
2020-09-19,,11094.3466796875,
2020-09-20,,10938.271484375,
2020-09-21,106.87307739257812,10462.259765625,12.478459358215332
2020-09-22,108.55268859863281,10538.4599609375,12.598587036132812
2020-09-23,103.99929809570312,10246.1865234375,12.086180686950684
2020-09-24,105.06726837158203,10760.06640625,12.309735298156738
2020-09-25,109.00896453857422,10692.716796875,12.833855628967285
2020-09-26,,10750.7236328125,
2020-09-27,,10775.26953125,
2020-09-28,111.61090850830078,10709.65234375,12.994604110717773
2020-09-29,110.76627349853516,10844.640625,13.18476390838623
2020-09-30,112.4361343383789,10784.4912109375,13.48857307434082
2020-10-01,113.38758850097656,10619.4521484375,13.572311401367188
2020-10-02,109.72742462158203,10575.974609375,13.021771430969238
2020-10-03,,10549.3291015625,
2020-10-04,,10669.5830078125,
2020-10-05,113.10604858398438,10793.33984375,13.600226402282715
2020-10-06,109.86334228515625,10604.40625,13.69393253326416
2020-10-07,111.72740173339844,10668.96875,13.920727729797363
2020-10-08,111.62062072753906,10915.685546875,13.795867919921875
2020-10-09,113.5623550415039,11064.4580078125,13.720102310180664
2020-10-10,,11296.361328125,
2020-10-11,,11384.181640625,
2020-10-12,120.77589416503906,11555.36328125,14.181916236877441
2020-10-13,117.57203674316406,11425.8994140625,14.204096794128418
2020-10-14,117.65941619873047,11429.5068359375,14.051568984985352
2020-10-15,117.1933822631836,11495.349609375,13.92671012878418
2020-10-16,115.55264282226562,11322.123046875,13.768701553344727
2020-10-17,,11358.1015625,
2020-10-18,,11483.359375,
2020-10-19,112.6011962890625,11742.037109375,13.455924034118652
2020-10-20,114.08663177490234,11916.3349609375,13.603214263916016
2020-10-21,113.46526336669922,12823.689453125,13.48283863067627
2020-10-22,112.37789154052734,12965.8916015625,13.319596290588379
2020-10-23,111.6885757446289,12931.5390625,13.548136711120605
2020-10-24,,13108.0625,
2020-10-25,,13031.173828125,
2020-10-26,111.69828033447266,13075.248046875,13.100528717041016
2020-10-27,113.20313262939453,13654.21875,13.355236053466797
2020-10-28,107.96044158935547,13271.28515625,12.587873458862305
2020-10-29,111.9604263305664,13437.8828125,12.983643531799316
2020-10-30,105.6885986328125,13546.5224609375,12.495160102844238
2020-10-31,,13780.9951171875,
2020-11-01,,13737.109375,
2020-11-02,105.60122680664062,13550.4892578125,12.541766166687012
2020-11-03,107.22261810302734,13950.30078125,12.979155540466309
2020-11-04,111.6012191772461,14133.70703125,13.751502990722656
2020-11-05,115.56233215332031,15579.8486328125,14.116121292114258
2020-11-06,115.43103790283203,15565.880859375,14.516875267028809
2020-11-07,,14833.75390625,
2020-11-08,,15479.5673828125,
2020-11-09,113.12610626220703,15332.3154296875,13.588509559631348
2020-11-10,112.78572845458984,15290.90234375,12.730428695678711
2020-11-11,116.20906829833984,15701.33984375,13.376420974731445
2020-11-12,115.93675994873047,16276.34375,13.41504955291748
2020-11-13,115.98539733886719,16317.80859375,13.255793571472168
2020-11-14,,16068.138671875,
2020-11-15,,15955.587890625,
2020-11-16,116.99683380126953,16716.111328125,13.473367691040039
2020-11-17,116.11184692382812,17645.40625,13.380657196044922
2020-11-18,114.78913879394531,17804.005859375,13.387137413024902
2020-11-19,115.38240051269531,17817.08984375,13.398602485656738
2020-11-20,114.11809539794922,18621.314453125,13.047194480895996
2020-11-21,,18642.232421875,
2020-11-22,,18370.001953125,
2020-11-23,110.72393798828125,18364.12109375,13.09928035736084
2020-11-24,112.0076904296875,19107.46484375,12.917593955993652
2020-11-25,112.84406280517578,18732.12109375,13.193737030029297
2020-11-26,,17150.623046875,
2020-11-27,113.3886947631836,17108.40234375,13.220154762268066
2020-11-28,,17717.4140625,
2020-11-29,,18177.484375,
2020-11-30,115.78114318847656,19625.8359375,13.359969139099121
2020-12-01,119.35040283203125,18802.998046875,13.34850788116455
2020-12-02,119.70050048828125,19201.091796875,13.502528190612793
2020-12-03,119.56434631347656,19445.3984375,13.358433723449707
2020-12-04,118.89330291748047,18699.765625,13.520230293273926
2020-12-05,,19154.23046875,
2020-12-06,,19345.12109375,
2020-12-07,120.35212707519531,19191.630859375,13.56859016418457
2020-12-08,120.96481323242188,18321.14453125,13.312564849853516
2020-12-09,118.43619537353516,18553.916015625,12.894487380981445
2020-12-10,119.85609436035156,18264.9921875,12.935870170593262
2020-12-11,119.04891204833984,18058.904296875,12.97675609588623
2020-12-12,,18803.65625,
2020-12-13,,19142.3828125,
2020-12-14,118.43619537353516,19246.64453125,13.271430015563965
2020-12-15,124.36869812011719,19417.076171875,13.323033332824707
2020-12-16,124.30062866210938,21310.59765625,13.205364227294922
2020-12-17,125.16620635986328,22805.162109375,13.303839683532715
2020-12-18,123.18220520019531,23137.9609375,13.234782218933105
2020-12-19,,23869.83203125,
2020-12-20,,23477.294921875,
2020-12-21,124.7091064453125,22803.08203125,13.29486083984375
2020-12-22,128.25888061523438,23783.029296875,13.241012573242188
2020-12-23,127.36412048339844,23241.345703125,12.97276782989502
2020-12-24,128.34640502929688,23735.94921875,12.957313537597656
2020-12-25,,24664.791015625,
2020-12-26,,26437.037109375,
2020-12-27,,26272.294921875,
2020-12-28,132.93678283691406,27084.80859375,12.863823890686035
2020-12-29,131.1667938232422,27362.4375,12.906951904296875
2020-12-30,130.04835510253906,28840.953125,13.108885765075684
2020-12-31,129.046630859375,29001.720703125,13.018388748168945
2021-01-01,,29374.15234375,
2021-01-02,,32127.267578125,
2021-01-03,,32782.0234375,
2021-01-04,125.85669708251953,31971.9140625,13.076725006103516
2021-01-05,127.4127426147461,33992.4296875,13.367159843444824
2021-01-06,123.12386322021484,36824.36328125,12.579124450683594
2021-01-07,127.3252182006836,39371.04296875,13.306578636169434
2021-01-08,128.4241943359375,40797.609375,13.23951530456543
2021-01-09,,40254.546875,
2021-01-10,,38356.44140625,
2021-01-11,125.4384994506836,35566.65625,13.583300590515137
2021-01-12,125.26344299316406,33922.9609375,13.446932792663574
2021-01-13,127.29608154296875,37316.359375,13.493802070617676
2021-01-14,125.37043762207031,39187.328125,13.163232803344727
2021-01-15,123.64903259277344,36825.3671875,12.823436737060547
2021-01-16,,36178.140625,
2021-01-17,,35791.27734375,
2021-01-18,,36630.07421875,
2021-01-19,124.320068359375,36069.8046875,12.988724708557129
2021-01-20,128.40475463867188,35547.75,13.328269004821777
2021-01-21,133.11187744140625,30825.69921875,13.82861042022705
2021-01-22,135.25148010253906,33005.76171875,13.67404556274414
2021-01-23,,32067.642578125,
2021-01-24,,32289.37890625,
2021-01-25,138.9957275390625,32366.392578125,13.614961624145508
2021-01-26,139.22914123535156,32569.849609375,13.397574424743652
2021-01-27,138.1593780517578,30432.546875,12.881523132324219
2021-01-28,133.3258514404297,33466.09765625,13.01440143585205
2021-01-29,128.33668518066406,34316.38671875,12.953324317932129
2021-01-30,,34269.5234375,
2021-01-31,,33114.359375,
2021-02-01,130.4568328857422,33537.17578125,13.199880599975586
2021-02-02,131.28346252441406,35510.2890625,13.518733978271484
2021-02-03,130.2623291015625,37472.08984375,13.492558479309082
2021-02-04,133.61758422851562,36926.06640625,13.625932693481445
2021-02-05,133.20362854003906,38144.30859375,13.552886962890625
2021-02-06,,39266.01171875,
2021-02-07,,38903.44140625,
2021-02-08,133.34974670410156,46196.46484375,14.398258209228516
2021-02-09,132.4730987548828,46481.10546875,14.223250389099121
2021-02-10,131.86924743652344,44918.18359375,14.722845077514648
2021-02-11,131.6160430908203,47909.33203125,15.20798397064209
2021-02-12,131.8497772216797,47504.8515625,14.919293403625488
2021-02-13,,47105.515625,
2021-02-14,,48717.2890625,
2021-02-15,,47945.05859375,
2021-02-16,129.72647094726562,49199.87109375,15.287257194519043
2021-02-17,127.43757629394531,52149.0078125,14.864198684692383
2021-02-18,126.33699798583984,51679.796875,14.787415504455566
2021-02-19,126.4927978515625,55888.1328125,14.88464069366455
2021-02-20,,56099.51953125,
2021-02-21,,57539.9453125,
2021-02-22,122.72344207763672,54207.3203125,14.315491676330566
2021-02-23,122.58708190917969,48824.42578125,14.102341651916504
2021-02-24,122.09033203125,49705.33203125,14.458340644836426
2021-02-25,117.84371948242188,47093.8515625,13.270182609558105
2021-02-26,118.10670471191406,46339.76171875,13.676041603088379
2021-02-27,,46188.453125,
2021-02-28,,45137.76953125,
2021-03-01,124.46688842773438,49631.2421875,13.802933692932129
2021-03-02,121.8663330078125,48378.98828125,13.36865520477295
2021-03-03,118.88589477539062,50538.2421875,12.768839836120605
2021-03-04,117.006103515625,48561.16796875,12.335562705993652
2021-03-05,118.26254272460938,48927.3046875,12.426555633544922
2021-03-06,,48912.3828125,
2021-03-07,,51206.69140625,
2021-03-08,113.33411407470703,52246.5234375,11.560738563537598
2021-03-09,117.94111633300781,54824.1171875,12.489447593688965
2021-03-10,116.8599853515625,56008.55078125,12.437576293945312
2021-03-11,118.78851318359375,57805.12109375,12.961535453796387
2021-03-12,117.8826904296875,57332.08984375,12.824372291564941
2021-03-13,,61243.0859375,
2021-03-14,,59302.31640625,
2021-03-15,120.76570129394531,55907.19921875,13.158795356750488
2021-03-16,122.30461883544922,56804.90234375,13.258553504943848
2021-03-17,121.51570129394531,58870.89453125,13.308430671691895
2021-03-18,117.39566040039062,57858.921875,12.691200256347656
2021-03-19,116.8697280883789,58346.65234375,12.81414794921875
2021-03-20,,58313.64453125,
2021-03-21,,57523.421875,
2021-03-22,120.18131256103516,54529.14453125,13.15381145477295
2021-03-23,119.35342407226562,54738.9453125,13.038597106933594
2021-03-24,116.96713256835938,52774.265625,12.611896514892578
2021-03-25,117.45410919189453,51704.16015625,12.504412651062012
2021-03-26,118.05799102783203,55137.3125,12.807663917541504
2021-03-27,,55973.51171875,
2021-03-28,,55950.74609375,
2021-03-29,118.23332214355469,57750.19921875,12.916397094726562
2021-03-30,116.7820816040039,58917.69140625,12.84008502960205
2021-03-31,118.97354125976562,58918.83203125,13.315410614013672
2021-04-01,119.80146026611328,59095.80859375,13.777772903442383
2021-04-02,,59384.3125,
2021-04-03,,57603.890625,
2021-04-04,,58758.5546875,
2021-04-05,122.62603759765625,59057.87890625,13.953091621398926
2021-04-06,122.927978515625,58192.359375,13.827402114868164
2021-04-07,124.57403564453125,56048.9375,14.108705520629883
2021-04-08,126.97005462646484,58323.953125,14.281778335571289
2021-04-09,129.54139709472656,58245.00390625,14.36457347869873
2021-04-10,,59793.234375,
2021-04-11,,60204.96484375,
2021-04-12,127.82721710205078,59893.453125,15.171584129333496
2021-04-13,130.93423461914062,63503.45703125,15.640928268432617
2021-04-14,128.59661865234375,63109.6953125,15.23941707611084
2021-04-15,131.0023956298828,63314.01171875,16.097551345825195
2021-04-16,130.6712646484375,61572.7890625,15.87335205078125
2021-04-17,,60683.8203125,
2021-04-18,,56216.18359375,
2021-04-19,131.33358764648438,55724.265625,15.323956489562988
2021-04-20,129.64854431152344,56473.03125,15.133930206298828
2021-04-21,130.02842712402344,53906.08984375,15.322710990905762
2021-04-22,128.5089874267578,51762.2734375,14.813716888427734
2021-04-23,130.8271026611328,51093.65234375,15.227697372436523
2021-04-24,,50050.8671875,
2021-04-25,,49004.25390625,
2021-04-26,131.21669006347656,54021.75390625,15.439922332763672
2021-04-27,130.89524841308594,55033.1171875,15.34390926361084
2021-04-28,130.10633850097656,54824.703125,15.239167213439941
2021-04-29,130.00894165039062,53555.109375,15.287050247192383
2021-04-30,128.04147338867188,57750.17578125,14.972574234008789
2021-05-01,,57828.05078125,
2021-05-02,,56631.078125,
2021-05-03,129.09335327148438,57200.29296875,14.800251960754395
2021-05-04,124.52531433105469,53333.5390625,14.315942764282227
2021-05-05,124.76883697509766,57424.0078125,14.422930717468262
2021-05-06,126.36621856689453,56396.515625,14.487272262573242
2021-05-07,127.03939056396484,57356.40234375,14.775812149047852
2021-05-08,,58803.77734375,
2021-05-09,,58232.31640625,
2021-05-10,123.76122283935547,55859.796875,14.2306547164917
2021-05-11,122.84410095214844,56704.57421875,14.2710542678833
2021-05-12,119.7805404663086,49150.53515625,13.724652290344238
2021-05-13,121.92698669433594,49716.19140625,13.631633758544922
2021-05-14,124.34657287597656,49880.53515625,14.207961082458496
2021-05-15,,46760.1875,
2021-05-16,,46456.05859375,
2021-05-17,123.1953125,43537.51171875,14.130651473999023
2021-05-18,121.80990600585938,42909.40234375,13.981269836425781
2021-05-19,121.65379333496094,37002.44140625,14.031147956848145
2021-05-20,124.20999145507812,40782.73828125,14.576552391052246
2021-05-21,122.37576293945312,37304.69140625,14.954867362976074
2021-05-22,,37536.6328125,
2021-05-23,,34770.58203125,
2021-05-24,124.00511932373047,38705.98046875,15.573593139648438
2021-05-25,123.80998229980469,38402.22265625,15.609256744384766
2021-05-26,123.76122283935547,39294.19921875,15.66137409210205
2021-05-27,122.22943115234375,38436.96875,15.449897766113281
2021-05-28,121.57575225830078,35697.60546875,16.204538345336914
2021-05-29,,34616.06640625,
2021-05-30,,35678.12890625,
2021-05-31,,37332.85546875,
2021-06-01,121.25379180908203,36684.92578125,16.2244873046875
2021-06-02,122.0147705078125,37575.1796875,16.736970901489258
2021-06-03,120.53179931640625,39208.765625,16.92799949645996
2021-06-04,122.82457733154297,36894.40625,17.53500747680664
2021-06-05,,35551.95703125,
2021-06-06,,35862.37890625,
2021-06-07,122.83434295654297,33560.70703125,17.575654983520508
2021-06-08,123.65386962890625,33472.6328125,17.414052963256836
2021-06-09,124.03435516357422,37345.12109375,17.319515228271484
2021-06-10,123.03923797607422,36702.59765625,17.386117935180664
2021-06-11,124.24900817871094,37334.3984375,17.78546905517578
2021-06-12,,35552.515625,
2021-06-13,,39097.859375,
2021-06-14,127.30279541015625,40218.4765625,17.978538513183594
2021-06-15,126.4832763671875,40406.26953125,17.748804092407227
2021-06-16,126.98084259033203,38347.0625,17.770503997802734
2021-06-17,128.5808868408203,38053.50390625,18.61561393737793
2021-06-18,127.2833023071289,35787.24609375,18.597158432006836
2021-06-19,,35615.87109375,
2021-06-20,,35698.296875,
2021-06-21,129.07847595214844,31676.693359375,18.386133193969727
2021-06-22,130.7175750732422,32505.66015625,18.8446044921875
2021-06-23,130.4444122314453,33723.02734375,19.01472282409668
